"Store","StoreType","Assortment","competition_distance","inventory_risk","forecastability","replenishment_freq","store_segment","avg_daily_forecast","forecast_volatility","avg_mape","pct_excellent","pct_poor","safety_stock","reorder_point","min_stock_level","max_stock_level","optimal_order_qty","demand_cv_pct","alert_level","days_of_stock","velocity_ratio","recommended_order_qty","last_7d_avg_sales","last_7d_mape","sales_rank","accuracy_rank","total_sales","historical_avg_sales","total_customers","avg_daily_customers","sales_per_customer","trading_days","rank_by_avg_sales","rank_by_total_sales","rank_by_efficiency","percentile","promo_day_pct","growth_pct","historical_cv_pct","rfm_segment","composite_score"
272,"a","a","16180","Medium risk","Hard to forecast","Every 3 days","Medium","6301","1367","22.06","27.0","26.2","7879","22810","3907","92121","44107","21.7","MONITOR  - Reorder soon","6.1","1.15","22054","7236","17.2","574","638","4871343","6237","491687","630","9.74","781","588","586","279","43.3","44.8","2.0","35.0","At Risk",5
625,"a","a","1170","Low risk","Hard to forecast","Every 3 days","Medium","6298","988","18.73","31.2","16.1","6195","21718","2824","90996","44086","15.7","MONITOR  - Reorder soon","6.8","1.03","22043","6490","14.8","575","447","4907852","6300","480529","617","10.10","779","575","575","251","44.7","44.9","3.9","27.7","At Risk",7
686,"a","a","20050","Medium risk","Hard to forecast","Every 3 days","Medium","6295","1882","19.72","33.7","18.5","8926","24264","5379","93509","44065","29.9","MONITOR  - Reorder soon","6.5","1.08","22033","6801","14.7","576","518","4875320","6250","587900","754","8.17","780","586","585","419","43.4","45.1","3.0","39.9","At Risk",7
1084,"a","a","190","Low risk","Forecastable","Every 3 days","Medium","6295","521","13.94","46.4","8.5","3997","20374","1489","89619","44065","8.3","MONITOR  - Reorder soon","6.5","1.08","22033","6814","13.3","576","120","4904211","6271","631824","808","7.72","782","580","576","459","44.1","44.9","-0.4","19.7","Core",9
441,"d","a","2530","Low risk","Hard to forecast","Every 3 days","Medium","6289","506","18.19","33.9","19.2","4715","20313","1446","89492","44023","8.0","MONITOR  - Reorder soon","6.7","1.05","22012","6607","15.0","577","411","4929786","6328","545030","700","8.96","779","568","567","350","45.4","44.9","11.5","24.1","Core",8
1115,"d","c","5350","Low risk","Hard to forecast","Every 3 days","Medium","6286","716","19.74","31.6","21.1","5592","20904","2046","90050","44002","11.4","MONITOR  - Reorder soon","5.5","1.28","22001","8038","19.1","578","520","4922229","6302","337884","433","14.42","781","574","572","7","44.9","44.8","19.5","27.4","At Risk",5
907,"a","c","250","Low risk","Forecastable","Every 3 days","Medium","6276","564","15.50","42.4","7.8","4392","20440","1612","89476","43932","9.0","MONITOR  - Reorder soon","6.3","1.10","21966","6922","18.0","579","230","4884914","6271","646047","829","7.52","779","580","583","475","44.1","44.9","15.0","22.3","Core",9
280,"d","c","18640","Low risk","Forecastable","Every 3 days","Medium","6276","461","15.12","44.2","11.5","4029","20145","1317","89181","43932","7.3","MONITOR  - Reorder soon","5.9","1.18","21966","7403","15.1","579","206","4869839","6267","404863","521","11.97","777","581","587","104","43.9","44.8","1.3","21.1","Core",7
255,"c","c","4630","Low risk","Hard to forecast","Every 3 days","Medium","6275","484","17.96","34.0","19.2","4604","20208","1383","89233","43925","7.7","MONITOR  - Reorder soon","6.0","1.16","21963","7265","19.6","580","392","4885211","6271","498843","640","9.71","779","580","581","282","44.1","44.9","3.6","23.7","Core",8
1107,"a","a","1400","Low risk","Hard to forecast","Every 3 days","Medium","6268","789","25.12","24.6","29.6","6755","21059","2255","90007","43876","12.6","WATCH    - Demand surging","5.3","1.32","57916","8269","22.7","581","730","3882362","6232","416495","669","9.13","623","590","856","335","43.0","44.1","2.7","32.3","At Risk",4
366,"d","c","6470","Medium risk","Hard to forecast","Every 3 days","Medium","6262","1543","18.91","36.4","21.5","7794","23196","4410","92078","43834","24.6","MONITOR  - Reorder soon","6.4","1.09","21917","6842","18.0","582","461","4833475","6197","468724","601","10.16","780","599","592","245","42.2","45.0","4.2","35.6","At Risk",6
293,"c","c","140","Low risk","Hard to forecast","Every 3 days","Medium","6259","850","18.42","33.9","17.4","5724","21206","2429","90055","43813","13.6","MONITOR  - Reorder soon","6.9","1.02","21907","6366","15.0","583","426","4899830","6258","638439","815","7.59","783","584","577","470","43.6","45.0","4.0","26.6","At Risk",7
303,"a","a","15430","Low risk","Hard to forecast","Every 3 days","Medium","6256","838","18.94","34.8","20.6","5781","21163","2395","89979","43792","13.4","MONITOR  - Reorder soon","6.6","1.06","21896","6649","20.8","584","464","4740126","6188","516285","674","9.06","766","601","620","341","42.0","44.5","5.3","31.8","At Risk",4
542,"a","a","7280","Low risk","Forecastable","Every 3 days","Medium","6249","761","15.13","40.0","10.5","4877","20922","2175","89661","43743","12.2","MONITOR  - Reorder soon","6.4","1.09","21872","6837","8.7","585","207","3885411","6247","330680","532","11.67","622","587","851","125","43.4","44.1","0.9","22.5","Core",7
979,"a","c","2270","Low risk","Hard to forecast","Every 3 days","Medium","6248","927","20.78","29.3","21.7","6360","21393","2649","90121","43736","14.8","MONITOR  - Reorder soon","6.1","1.15","21868","7189","14.6","586","578","4898808","6264","497651","636","9.67","782","582","578","286","43.8","45.1","9.4","29.6","At Risk",8
986,"a","a","620","Low risk","Hard to forecast","Every 3 days","Medium","6248","965","23.34","30.5","29.6","6925","21502","2758","90230","43736","15.4","OK       - Stock sufficient","8.5","0.83","21868","5167","17.1","586","687","4802035","6228","639283","829","7.43","771","593","605","483","42.7","45.1","-22.9","34.2","At Risk",7
871,"d","c","10620","Low risk","Forecastable","Every 3 days","Medium","6248","970","14.90","45.2","11.9","5433","21516","2772","90244","43736","15.5","MONITOR  - Reorder soon","5.5","1.28","21868","8000","15.9","586","191","4889449","6260","374591","480","12.95","781","583","579","52","43.7","44.8","18.8","27.2","At Risk",5
850,"d","a","1120","Low risk","Hard to forecast","Every 3 days","Medium","6242","719","20.37","34.4","21.6","5689","20781","2055","89443","43694","11.5","MONITOR  - Reorder soon","6.6","1.06","21847","6590","19.9","587","557","4787781","6202","504159","653","9.37","772","598","609","312","42.3","45.3","5.1","29.0","At Risk",8
1023,"c","a","3740","Low risk","Hard to forecast","Every 3 days","Medium","6239","719","21.45","34.9","25.2","5879","20772","2055","89401","43673","11.5","OK       - Stock sufficient","7.0","1.00","21837","6267","13.5","588","614","4799042","6153","491531","630","9.65","780","605","608","288","41.7","45.1","-4.6","29.7","At Risk",8
477,"d","a","770","Low risk","Hard to forecast","Every 3 days","Medium","6238","541","17.98","34.4","18.1","4751","20260","1546","88878","43666","8.7","MONITOR  - Reorder soon","6.1","1.15","21833","7182","12.5","589","394","3864914","6214","279830","450","13.70","622","595","861","23","42.5","44.1","2.2","23.5","Core",6
456,"a","c","140","Low risk","Hard to forecast","Every 3 days","Medium","6238","761","19.29","32.3","19.0","5614","20889","2175","89507","43666","12.2","OK       - Stock sufficient","7.3","0.96","21833","5976","20.5","589","488","4822447","6191","697454","895","6.84","779","600","599","532","42.1","44.9","-3.1","26.7","At Risk",7
112,"a","a","1630","Low risk","Highly forecastable","Every 3 days","Medium","6237","411","9.14","63.6","1.7","2804","19886","1175","88493","43659","6.6","MONITOR  - Reorder soon","6.6","1.06","21830","6626","8.2","590","9","4883888","6229","608379","776","8.01","784","592","584","434","42.8","45.0","3.0","14.5","Core",9
415,"d","c","6910","Low risk","Forecastable","Every 3 days","Medium","6237","460","16.77","42.4","13.8","4304","20026","1315","88633","43659","7.4","MONITOR  - Reorder soon","6.1","1.15","21830","7180","12.0","590","314","4863171","6235","406599","521","11.88","780","589","588","111","43.1","45.0","7.3","22.6","Promo Driven",10
628,"a","c","2180","Low risk","Hard to forecast","Every 3 days","Medium","6235","1142","18.53","35.6","21.7","6566","21969","3264","90554","43645","18.3","MONITOR  - Reorder soon","6.6","1.05","21823","6567","25.9","591","436","4885169","6231","598144","763","8.04","784","591","582","431","42.9","45.0","1.6","30.8","At Risk",7
331,"a","c","670","Low risk","Forecastable","Every 3 days","Medium","6233","1106","16.81","38.4","12.5","6155","21860","3161","90423","43631","17.7","OK       - Stock sufficient","7.2","0.97","21816","6055","10.2","592","318","4799307","6161","638940","820","7.45","779","603","607","481","41.8","44.9","-15.0","27.8","At Risk",6
1005,"a","a","6480","Low risk","Forecastable","Every 3 days","Medium","6218","680","14.09","45.8","9.4","4447","20597","1943","88995","43526","10.9","MONITOR  - Reorder soon","6.8","1.03","21763","6391","14.5","593","131","4834459","6206","729683","937","6.58","779","597","591","544","42.4","44.9","2.0","21.2","Core",9
1087,"d","c","2210","Low risk","Forecastable","Every 3 days","Medium","6216","494","16.06","37.7","13.4","4265","20060","1412","88436","43512","7.9","MONITOR  - Reorder soon","6.0","1.17","21756","7278","16.0","594","263","4925247","6282","482537","615","10.12","784","578","570","249","44.4","45.0","6.9","21.8","Promo Driven",10
58,"a","c","7340","Low risk","Hard to forecast","Every 3 days","Medium","6215","796","18.56","30.5","18.4","5571","20920","2275","89285","43505","12.8","WATCH    - Demand surging","5.2","1.34","58297","8334","16.6","595","438","3947427","6336","319691","513","12.17","623","566","838","90","45.6","44.1","19.8","28.2","At Risk",5
830,"a","c","6320","Medium risk","Forecastable","Every 3 days","Medium","6206","1398","17.05","36.4","14.9","7019","22613","3995","90879","43442","22.5","MONITOR  - Reorder soon","6.1","1.15","21721","7150","18.5","596","335","4816406","6175","410638","526","11.68","780","602","600","124","41.9","45.1","8.9","32.6","At Risk",7
132,"d","c","1040","Low risk","Forecastable","Every 3 days","Medium","6203","798","15.38","38.0","11.0","5007","20890","2281","89123","43421","12.9","WATCH    - Demand surging","5.1","1.37","59487","8529","18.3","597","221","3908185","6283","362256","582","10.68","622","577","846","200","44.5","44.1","26.5","25.3","Core",6
763,"d","c","32240","Low risk","Hard to forecast","Every 3 days","Medium","6190","515","16.60","39.7","15.8","4408","20042","1472","88132","43330","8.3","MONITOR  - Reorder soon","6.2","1.12","21665","6960","16.9","598","300","4802197","6125","459640","586","10.37","784","607","604","226","41.4","45.0","4.6","22.8","Promo Driven",10
819,"a","c","720","Low risk","Forecastable","Every 3 days","Medium","6185","582","14.26","46.0","9.5","4184","20218","1663","88253","43295","9.4","OK       - Stock sufficient","7.1","0.98","21648","6091","12.2","599","144","4775423","6091","423324","540","11.24","784","614","611","157","40.7","45.0","0.8","20.2","Core",9
1081,"b","a","400","Medium risk","Hard to forecast","Every 3 days","Medium","6183","1619","22.32","35.0","21.7","8571","23176","4627","91189","43281","26.2","MONITOR  - Reorder soon","6.5","1.07","21641","6615","9.4","600","650","4485164","5925","709444","937","6.24","757","650","688","563","37.2","37.8","-0.2","36.4","At Risk",4
588,"d","c","15720","Low risk","Forecastable","Every 3 days","Medium","6182","766","13.95","48.2","10.6","4654","20735","2189","88737","43274","12.4","MONITOR  - Reorder soon","6.3","1.11","21637","6839","10.4","601","121","4825215","6155","518339","661","9.25","784","604","597","323","41.7","45.0","7.6","23.3","Core",8
509,"a","a","4740","Low risk","Hard to forecast","Every 3 days","Medium","6179","1122","19.19","32.1","19.6","6595","21744","3207","89713","43253","18.2","MONITOR  - Reorder soon","6.3","1.11","21627","6885","13.7","602","479","4783674","6125","404802","518","11.65","781","607","610","127","41.4","44.8","0.2","30.1","At Risk",5
1012,"d","c","6330","Low risk","Forecastable","Every 3 days","Medium","6171","562","14.89","44.6","12.0","4232","20119","1606","88000","43197","9.1","MONITOR  - Reorder soon","6.6","1.06","21599","6535","10.7","603","190","3762920","6050","321582","517","11.63","622","622","890","129","39.9","44.1","-1.3","21.4","Core",7
915,"d","c","650","Low risk","Forecastable","Every 3 days","Medium","6170","1090","14.76","41.0","9.7","5718","21625","3115","89495","43190","17.7","MONITOR  - Reorder soon","5.4","1.29","21595","7965","23.0","604","180","3942303","6338","319510","514","12.27","622","565","841","86","45.8","44.1","8.7","25.1","Core",6
757,"a","c","3450","Low risk","Forecastable","Every 3 days","Medium","6168","859","16.25","35.0","13.0","5319","20959","2455","88807","43176","13.9","MONITOR  - Reorder soon","5.4","1.29","21588","7984","18.7","605","277","4832775","6220","416360","536","11.49","777","594","593","137","42.6","44.8","17.5","26.3","Core",7
1024,"c","c","1990","Low risk","Hard to forecast","Every 3 days","Medium","6163","524","16.74","39.5","17.3","4446","19987","1498","87780","43141","8.5","MONITOR  - Reorder soon","6.2","1.13","21571","6991","16.4","606","312","4810209","6135","615780","785","7.75","784","606","602","456","41.6","45.0","2.6","22.6","Promo Driven",10
737,"a","a","100","Low risk","Hard to forecast","Every 3 days","Medium","6162","1068","20.97","30.1","23.4","6745","21538","3052","89320","43134","17.3","MONITOR  - Reorder soon","6.6","1.07","21567","6570","28.5","607","589","4765845","6118","699863","898","6.70","779","609","613","538","41.2","44.9","4.1","32.0","At Risk",5
658,"d","c","520","Low risk","Hard to forecast","Every 3 days","Medium","6141","1082","18.76","35.2","19.6","6385","21515","3092","89066","42987","17.6","OK       - Stock sufficient","7.3","0.96","21494","5866","13.6","608","450","4719829","6059","466330","599","9.99","779","619","627","262","40.2","44.9","-3.9","29.8","At Risk",6
406,"d","c","8240","Low risk","Hard to forecast","Every 3 days","Medium","6124","886","17.44","37.3","16.6","5584","20904","2532","88268","42868","14.5","WATCH    - Demand surging","5.0","1.40","60015","8602","14.8","609","359","4760515","6111","369296","474","12.74","779","612","615","60","40.8","44.9","29.9","28.5","At Risk",6
818,"d","a","490","Low risk","Hard to forecast","Every 3 days","Medium","6116","971","22.59","27.6","26.1","6723","21123","2775","88399","42812","15.9","MONITOR  - Reorder soon","6.7","1.04","21406","6375","10.1","610","659","4772357","6111","496141","635","9.45","781","612","612","305","40.8","44.8","10.9","31.3","At Risk",5
66,"d","a","7660","Low risk","Forecastable","Every 3 days","Medium","6108","426","13.54","44.3","7.7","3581","19541","1217","86729","42756","7.0","MONITOR  - Reorder soon","6.0","1.16","21378","7101","15.8","611","103","4750858","6114","407192","524","11.63","777","610","618","129","41.1","44.8","3.6","18.9","Core",8
164,"a","a","1160","Low risk","Hard to forecast","Every 3 days","Medium","6105","1180","19.74","30.7","20.2","6816","21687","3372","88842","42735","19.3","MONITOR  - Reorder soon","5.5","1.27","21368","7728","21.7","612","520","3868966","6210","394629","633","9.65","623","596","860","288","42.5","44.1","9.8","32.0","At Risk",4
657,"c","c","80","Low risk","Hard to forecast","Every 3 days","Medium","6092","900","24.68","26.5","29.8","6869","20848","2572","87860","42644","14.8","OK       - Stock sufficient","7.1","0.99","21322","6009","31.1","613","724","4698459","6055","594536","766","7.76","776","621","634","455","40.0","44.8","12.4","33.8","At Risk",4
463,"a","a","4160","Low risk","Forecastable","Every 3 days","Medium","6090","1191","15.68","37.8","9.7","6133","21674","3404","88664","42630","19.6","OK       - Stock sufficient","7.9","0.89","21315","5426","20.2","614","241","4747749","6095","755184","969","6.25","779","613","619","562","40.8","44.9","3.8","28.0","At Risk",6
235,"a","a","5710","Low risk","Hard to forecast","Every 3 days","Medium","6074","1070","23.08","29.5","28.0","7064","21280","3058","88094","42518","17.6","MONITOR  - Reorder soon","6.9","1.01","21259","6148","12.1","615","676","4635585","5935","391382","501","11.63","781","647","648","129","37.4","44.8","-3.6","32.8","At Risk",5
351,"a","a","5290","Low risk","Hard to forecast","Every 3 days","Medium","6074","637","18.91","33.7","20.8","5103","20042","1820","86856","42518","10.5","MONITOR  - Reorder soon","6.1","1.15","21259","6995","16.6","615","461","4710510","6047","404164","519","11.53","779","624","629","135","39.8","44.9","7.3","25.8","Core",8
202,"d","c","5140","Low risk","Forecastable","Every 3 days","Medium","6072","595","15.44","38.7","11.1","4380","19916","1700","86708","42504","9.8","MONITOR  - Reorder soon","5.9","1.18","21252","7164","11.1","616","226","4737388","6066","397835","509","11.82","781","617","621","114","40.4","44.8","12.6","22.5","Core",8
1015,"d","c","9910","Low risk","Hard to forecast","Every 3 days","Medium","6067","707","16.78","37.1","16.3","4930","20222","2021","86959","42469","11.7","MONITOR  - Reorder soon","5.7","1.22","21235","7427","15.0","617","315","4705183","6040","383638","492","12.15","779","625","632","91","39.6","44.9","7.1","25.1","Core",8
767,"a","c","13080","Medium risk","Forecastable","Every 3 days","Medium","6065","1318","16.55","38.2","14.9","6635","21962","3767","88677","42455","21.7","MONITOR  - Reorder soon","6.5","1.08","21228","6549","10.4","618","297","4722348","6023","482393","615","9.71","784","630","626","282","39.0","45.0","3.0","31.2","At Risk",7
805,"d","a","24770","Low risk","Hard to forecast","Every 3 days","Medium","6064","763","21.18","28.9","22.4","5851","20373","2181","87077","42448","12.6","MONITOR  - Reorder soon","6.7","1.05","21224","6346","19.8","619","604","3784390","6084","356051","572","10.51","622","615","883","213","40.6","44.1","-10.0","28.3","At Risk",5
75,"d","c","22440","Low risk","Forecastable","Every 3 days","Medium","6064","521","13.45","49.9","9.5","3820","19681","1489","86385","42448","8.6","MONITOR  - Reorder soon","6.3","1.12","21224","6774","11.9","619","99","4722388","6023","503438","642","9.32","784","630","625","317","39.0","45.0","7.7","21.4","Promo Driven",10
1041,"c","a","1600","Low risk","Forecastable","Every 3 days","Medium","6063","360","13.69","41.6","6.1","3401","19218","1029","85911","42441","5.9","MONITOR  - Reorder soon","6.3","1.11","21221","6734","16.4","620","107","3801487","6112","408015","656","9.28","622","611","879","321","41.0","44.1","2.2","17.4","Core",7
803,"d","a","1760","Low risk","Hard to forecast","Every 3 days","Medium","6056","696","22.02","28.9","25.3","5800","20157","1989","86773","42392","11.5","MONITOR  - Reorder soon","6.8","1.03","21196","6231","15.8","621","637","4650665","6048","378421","492","12.12","769","623","644","92","39.9","44.9","0.6","30.5","At Risk",5
984,"c","a","440","Low risk","Hard to forecast","Every 3 days","Medium","6050","611","25.00","23.4","29.3","6069","19896","1746","86446","42350","10.1","MONITOR  - Reorder soon","5.6","1.24","21175","7508","26.0","622","728","4708162","6067","574511","740","8.08","776","616","630","427","40.5","44.8","8.2","30.2","At Risk",5
227,"a","a","2370","Low risk","Hard to forecast","Every 3 days","Medium","6048","929","17.87","38.9","15.5","5744","20799","2655","87327","42336","15.4","MONITOR  - Reorder soon","6.9","1.01","21168","6106","16.4","623","386","4623704","6028","430968","562","10.60","767","627","652","206","39.4","45.0","14.8","31.2","At Risk",7
88,"a","a","10690","Medium risk","Hard to forecast","Every 3 days","Medium","6041","1865","21.00","27.5","20.6","8955","23453","5330","89904","42287","30.9","MONITOR  - Reorder soon","6.6","1.07","21144","6451","16.6","624","591","4699058","6024","478523","613","9.66","780","629","633","287","39.2","45.0","2.2","40.9","At Risk",7
1054,"a","c","13190","Low risk","Forecastable","Every 3 days","Medium","6040","1170","16.58","38.4","13.6","6206","21464","3344","87904","42280","19.4","MONITOR  - Reorder soon","6.0","1.16","21140","6993","11.4","625","299","4730838","6034","483709","617","9.69","784","626","623","284","39.5","45.0","7.6","29.8","At Risk",7
1071,"a","a","820","Low risk","Forecastable","Every 3 days","Medium","6037","775","14.27","42.9","8.1","4677","20326","2215","86733","42259","12.8","MONITOR  - Reorder soon","6.9","1.01","21130","6109","11.1","626","145","4725345","6027","571238","729","8.22","784","628","624","414","39.3","45.0","3.4","22.5","Promo Driven",10
942,"d","c","6860","Low risk","Hard to forecast","Every 3 days","Medium","6028","534","20.26","29.7","20.3","5016","19610","1526","85918","42196","8.9","MONITOR  - Reorder soon","5.6","1.25","21098","7523","18.8","627","551","4731583","6058","367396","470","12.76","781","620","622","59","40.1","44.8","8.6","26.2","Core",7
119,"a","c","2100","Low risk","Forecastable","Every 3 days","Medium","6028","820","14.50","43.6","10.5","4841","20427","2343","86735","42196","13.6","OK       - Stock sufficient","7.0","1.00","21098","6022","8.9","627","162","4707987","6005","521332","665","8.96","784","633","631","350","38.7","45.0","3.6","23.2","Promo Driven",10
734,"a","a","220","Medium risk","Hard to forecast","Every 3 days","Medium","6011","1276","24.62","27.3","27.8","7876","21680","3647","87801","42077","21.2","OK       - Stock sufficient","7.9","0.89","21039","5359","15.6","628","722","4658828","5981","440954","566","10.46","779","636","642","218","38.4","44.9","-6.9","35.9","At Risk",5
939,"d","a","1340","Low risk","Hard to forecast","Every 3 days","Medium","6010","613","19.23","35.0","19.6","5055","19782","1752","85892","42070","10.2","MONITOR  - Reorder soon","6.6","1.06","21035","6381","14.7","629","483","4656745","5978","449101","577","10.28","779","637","643","235","38.3","44.9","2.5","24.7","Core",8
746,"d","c","4330","Low risk","Hard to forecast","Every 3 days","Medium","6007","738","21.07","31.0","22.4","5726","20130","2109","86207","42049","12.3","MONITOR  - Reorder soon","5.4","1.30","21025","7789","17.9","630","597","4716888","6040","397568","509","11.68","781","625","628","124","39.6","44.8","23.0","29.4","At Risk",6
638,"d","a","10170","Low risk","Forecastable","Every 3 days","Medium","6006","402","15.23","40.6","10.8","3763","19167","1149","85233","42042","6.7","MONITOR  - Reorder soon","6.0","1.16","21021","6986","14.5","631","212","3713936","6010","313767","508","11.79","618","632","903","116","38.9","43.9","4.8","20.0","Core",7
904,"d","c","570","Low risk","Hard to forecast","Every 3 days","Medium","6005","523","17.38","36.8","16.4","4477","19510","1495","85565","42035","8.7","MONITOR  - Reorder soon","6.1","1.14","21018","6845","17.2","632","355","3742423","6017","319701","514","11.61","622","631","896","131","39.0","44.1","-1.1","23.3","Core",6
550,"d","c","50","Low risk","Hard to forecast","Every 3 days","Medium","6003","636","17.01","36.4","15.8","4736","19827","1818","85860","42021","10.6","OK       - Stock sufficient","7.2","0.98","21011","5858","16.8","633","331","4665403","5974","387883","497","11.95","781","638","640","106","38.2","44.8","14.9","24.4","Core",6
869,"c","a","230","Medium risk","Hard to forecast","Every 3 days","Medium","6000","1266","21.45","28.1","22.8","7296","21618","3618","87618","42000","21.1","MONITOR  - Reorder soon","6.4","1.09","21000","6547","19.0","634","614","4659180","5973","678666","870","6.73","780","639","641","537","38.2","45.1","2.3","34.3","At Risk",7
1002,"d","c","1130","Low risk","Hard to forecast","Every 3 days","Medium","5999","530","16.63","39.5","15.6","4366","19512","1515","85501","41993","8.8","MONITOR  - Reorder soon","6.2","1.14","20997","6822","13.1","635","302","4753790","6064","562417","717","8.38","784","618","617","399","40.3","45.0","11.0","23.1","Promo Driven",10
766,"d","c","9820","Low risk","Forecastable","Every 3 days","Medium","5995","538","16.73","34.0","12.2","4404","19523","1538","85468","41965","9.0","WATCH    - Demand surging","5.3","1.31","54974","7880","16.5","636","311","3809093","6124","329475","530","11.47","622","608","874","138","41.3","44.1","16.5","23.6","Core",6
93,"a","a","16690","Medium risk","Hard to forecast","Every 3 days","Medium","5981","1358","18.13","34.0","16.9","6980","21824","3881","87615","41867","22.7","OK       - Stock sufficient","7.2","0.98","20934","5833","12.6","637","405","4646872","5965","470169","604","9.81","779","641","647","274","38.0","44.9","-1.2","32.7","At Risk",5
38,"d","a","1090","Low risk","Hard to forecast","Every 3 days","Medium","5979","667","24.51","26.0","29.3","6094","19843","1906","85612","41853","11.2","MONITOR  - Reorder soon","6.4","1.10","20927","6565","17.8","638","719","4677617","6005","417034","535","11.06","779","633","637","171","38.7","44.9","4.0","30.2","At Risk",5
829,"c","a","110","Low risk","Hard to forecast","Every 3 days","Medium","5977","501","19.90","30.6","20.6","4831","19363","1432","85110","41839","8.4","MONITOR  - Reorder soon","6.2","1.13","20920","6745","17.3","639","534","4624043","5921","617709","791","7.42","781","651","651","484","37.1","44.8","0.0","24.5","Core",6
635,"a","a","27530","Medium risk","Hard to forecast","Every 3 days","Medium","5957","1843","23.60","28.3","27.0","9285","23138","5267","88665","41699","30.9","MONITOR  - Reorder soon","6.0","1.16","20850","6897","16.9","640","695","4609211","5909","465439","597","9.73","780","653","655","280","36.8","45.0","4.6","43.5","At Risk",6
92,"c","a","240","Low risk","Hard to forecast","Every 3 days","Medium","5957","636","24.77","23.8","28.1","6035","19689","1818","85216","41699","10.7","MONITOR  - Reorder soon","6.1","1.15","20850","6852","24.1","640","726","4671417","5997","426158","547","10.77","779","634","638","191","38.6","44.9","14.1","30.6","At Risk",5
653,"d","c","7520","Low risk","Hard to forecast","Every 3 days","Medium","5956","765","17.28","36.1","16.7","5128","20054","2186","85570","41692","12.8","MONITOR  - Reorder soon","6.4","1.09","20846","6469","17.3","641","348","4608178","5916","389640","500","11.73","779","652","657","121","36.9","44.9","2.0","25.7","Core",8
810,"d","c","9640","Low risk","Forecastable","Every 3 days","Medium","5954","452","15.52","42.1","13.1","3933","19154","1292","84648","41678","7.6","MONITOR  - Reorder soon","6.5","1.08","20839","6453","8.7","642","232","4619798","5930","380807","489","12.05","779","648","654","97","37.3","44.9","1.1","21.4","Core",9
732,"a","c","35280","Medium risk","Hard to forecast","Every 3 days","Medium","5949","1373","20.99","34.1","21.5","7493","21771","3924","87210","41643","23.1","WARNING  - Order within 24hrs","4.3","1.64","41643","9780","15.9","643","590","5135916","5816","584069","661","8.73","883","671","516","367","35.1","40.1","10.9","38.6","At Risk",4
321,"c","c","8140","Low risk","Hard to forecast","Every 3 days","Medium","5940","484","19.00","33.9","19.5","4609","19203","1383","84543","41580","8.1","MONITOR  - Reorder soon","6.1","1.15","20790","6854","19.1","644","469","4647488","5958","456662","585","10.10","780","643","646","251","37.8","45.1","6.0","24.4","Promo Driven",9
135,"d","a","5190","Low risk","Hard to forecast","Every 3 days","Medium","5939","519","16.79","36.8","15.6","4333","19300","1483","84629","41573","8.7","MONITOR  - Reorder soon","6.0","1.16","20787","6881","13.8","645","316","4648837","5952","421569","540","10.94","781","644","645","180","37.7","44.8","7.3","23.0","Core",8
627,"c","c","3970","Low risk","Hard to forecast","Every 3 days","Medium","5938","653","19.26","33.6","19.9","5135","19680","1866","84998","41566","11.0","WATCH    - Demand surging","5.2","1.34","55698","7963","20.3","646","486","4679168","5991","480797","616","9.63","781","635","636","290","38.5","44.8","14.5","25.8","Core",7
89,"a","a","2380","Low risk","Forecastable","Every 3 days","Medium","5933","866","11.96","49.2","3.1","4503","20274","2475","85537","41531","14.6","MONITOR  - Reorder soon","6.2","1.13","20766","6676","9.2","647","50","3714173","5971","388237","624","9.54","622","640","902","299","38.1","44.1","4.1","21.3","Core",7
166,"a","c","100","Low risk","Hard to forecast","Every 3 days","Medium","5930","513","18.63","37.3","20.5","4623","19256","1466","84486","41510","8.7","OK       - Stock sufficient","7.3","0.96","20755","5670","18.3","648","442","4533193","5819","636652","817","7.06","779","670","677","517","35.2","44.9","-4.3","26.3","Core",8
402,"c","c","5830","Low risk","Hard to forecast","Every 3 days","Medium","5928","584","19.64","35.5","22.6","4996","19453","1669","84661","41496","9.9","MONITOR  - Reorder soon","6.0","1.16","20748","6862","22.2","649","511","4569233","5858","480033","615","9.44","780","665","671","306","35.6","45.0","5.8","27.6","At Risk",8
174,"a","a","13090","Low risk","Highly forecastable","Every 3 days","Medium","5926","426","11.51","50.5","3.8","3167","18995","1217","84181","41482","7.2","MONITOR  - Reorder soon","6.3","1.11","20741","6589","8.6","650","41","3692528","5937","298263","480","12.34","622","645","909","82","37.6","44.1","6.9","17.3","Core",7
31,"d","c","9800","Low risk","Hard to forecast","Every 3 days","Medium","5920","459","16.14","41.9","15.5","4042","19072","1312","84192","41440","7.8","MONITOR  - Reorder soon","6.4","1.09","20720","6427","9.3","651","269","4596143","5862","459464","586","9.92","784","663","664","266","35.8","45.0","4.3","22.8","Promo Driven",10
393,"d","c","4820","Low risk","Hard to forecast","Every 3 days","Medium","5914","517","19.92","36.7","19.1","4844","19220","1478","84274","41398","8.7","MONITOR  - Reorder soon","6.1","1.14","20699","6766","17.2","652","535","4598489","5903","457473","587","9.96","779","655","662","264","36.6","44.9","0.1","25.9","Core",8
621,"a","a","30","Low risk","Hard to forecast","Every 3 days","Medium","5910","514","19.72","31.1","16.7","4800","19199","1469","84209","41370","8.7","MONITOR  - Reorder soon","6.8","1.02","20685","6042","11.7","653","518","4608739","5916","628261","806","7.27","779","652","656","499","36.9","44.9","4.7","24.2","Core",8
