"Store","year","month","month_name","split","trading_days","actual_monthly_sales","forecast_monthly_sales","avg_daily_actual","avg_daily_forecast","monthly_error","monthly_ape","upper_95_monthly","lower_95_monthly","excellent_days","poor_days"
401,2013,10,"Oct","train","25","156540","164990","6262","6600","-8450","5.40","244515","85465","12","3"
401,2013,11,"Nov","train","25","170091","169257","6804","6770","834","0.49","248782","89732","9","2"
401,2013,12,"Dec","train","24","216118","191437","9005","7977","24681","11.42","267781","115093","6","10"
401,2014,1,"Jan","train","26","161037","173832","6194","6686","-12795","7.95","256538","91126","11","4"
401,2014,2,"Feb","train","24","154388","163933","6433","6831","-9545","6.18","240277","87589","9","5"
401,2014,3,"Mar","train","26","175401","186133","6746","7159","-10732","6.12","268839","103427","10","6"
401,2014,4,"Apr","train","24","176445","169712","7352","7071","6733","3.82","246056","93368","7","5"
401,2014,5,"May","train","25","170152","172029","6806","6881","-1877","1.10","251554","92504","10","4"
401,2014,6,"Jun","train","24","175199","168814","7300","7034","6385","3.64","245158","92470","10","3"
401,2014,7,"Jul","train","27","195206","194420","7230","7201","786","0.40","280307","108533","9","3"
401,2014,8,"Aug","train","26","176180","175838","6776","6763","342","0.19","258544","93132","12","1"
401,2014,9,"Sep","train","26","196065","188450","7541","7248","7615","3.88","271156","105744","7","2"
401,2014,10,"Oct","train","25","175786","176367","7031","7055","-581","0.33","255892","96842","16","1"
401,2014,11,"Nov","train","24","189564","173278","7899","7220","16286","8.59","249622","96934","12","0"
401,2014,12,"Dec","train","25","236776","211386","9471","8455","25390","10.72","290911","131861","4","9"
401,2015,1,"Jan","test","26","188157","181803","7237","6992","6354","3.38","264509","99097","11","2"
401,2015,2,"Feb","test","24","168108","174985","7005","7291","-6877","4.09","251329","98641","10","2"
401,2015,3,"Mar","test","26","208901","202454","8035","7787","6447","3.09","285160","119748","7","3"
401,2015,4,"Apr","test","24","178972","180407","7457","7517","-1435","0.80","256751","104063","8","6"
401,2015,5,"May","test","23","170268","166116","7403","7222","4152","2.44","239279","92953","13","1"
401,2015,6,"Jun","test","26","202467","197787","7787","7607","4680","2.31","280493","115081","5","5"
401,2015,7,"Jul","test","27","198353","206270","7346","7640","-7917","3.99","292157","120383","7","5"
402,2013,1,"Jan","train","12","60175","65390","5015","5449","-5215","8.67","99002","31778","6","2"
402,2013,2,"Feb","train","24","124945","131648","5206","5485","-6703","5.36","198872","64424","6","5"
402,2013,3,"Mar","train","25","159231","144159","6369","5766","15072","9.47","214184","74134","12","7"
402,2013,4,"Apr","train","25","129857","139367","5194","5575","-9510","7.32","209392","69342","13","5"
402,2013,5,"May","train","24","136235","136041","5676","5668","194","0.14","203265","68817","9","2"
402,2013,6,"Jun","train","25","127740","139554","5110","5582","-11814","9.25","209579","69529","12","3"
402,2013,7,"Jul","train","27","157161","153741","5821","5694","3420","2.18","229368","78114","6","7"
402,2013,8,"Aug","train","27","150481","153020","5573","5667","-2539","1.69","228647","77393","8","3"
402,2013,9,"Sep","train","25","132780","140409","5311","5616","-7629","5.75","210434","70384","6","5"
402,2013,10,"Oct","train","25","135419","139000","5417","5560","-3581","2.64","209025","68975","6","4"
402,2013,11,"Nov","train","26","154256","153183","5933","5892","1073","0.70","226009","80357","11","4"
402,2013,12,"Dec","train","24","205776","168450","8574","7019","37326","18.14","235674","101226","6","9"
402,2014,1,"Jan","train","25","136125","141200","5445","5648","-5075","3.73","211225","71175","11","8"
402,2014,2,"Feb","train","24","129267","137665","5386","5736","-8398","6.50","204889","70441","8","5"
402,2014,3,"Mar","train","26","140499","157130","5404","6043","-16631","11.84","229956","84304","11","7"
402,2014,4,"Apr","train","24","140504","138736","5854","5781","1768","1.26","205960","71512","4","8"
402,2014,5,"May","train","25","146581","149644","5863","5986","-3063","2.09","219669","79619","6","8"
402,2014,6,"Jun","train","24","139783","139521","5824","5813","262","0.19","206745","72297","10","4"
402,2014,7,"Jul","train","27","153803","159374","5696","5903","-5571","3.62","235001","83747","7","3"
402,2014,8,"Aug","train","26","150987","154302","5807","5935","-3315","2.20","227128","81476","9","2"
402,2014,9,"Sep","train","26","149154","152157","5737","5852","-3003","2.01","224983","79331","8","6"
402,2014,10,"Oct","train","25","138923","144762","5557","5790","-5839","4.20","214787","74737","13","5"
402,2014,11,"Nov","train","25","159157","153596","6366","6144","5561","3.49","223621","83571","14","2"
402,2014,12,"Dec","train","25","214150","180918","8566","7237","33232","15.52","250943","110893","7","10"
402,2015,1,"Jan","test","25","151426","149442","6057","5978","1984","1.31","219467","79417","11","6"
402,2015,2,"Feb","test","24","133160","143684","5548","5987","-10524","7.90","210908","76460","12","6"
402,2015,3,"Mar","test","26","146612","162813","5639","6262","-16201","11.05","235639","89987","10","9"
402,2015,4,"Apr","test","24","143609","144660","5984","6028","-1051","0.73","211884","77436","5","10"
402,2015,5,"May","test","23","139557","142828","6068","6210","-3271","2.34","207251","78405","11","3"
402,2015,6,"Jun","test","26","150610","157999","5793","6077","-7389","4.91","230825","85173","7","8"
402,2015,7,"Jul","test","27","158736","166463","5879","6165","-7727","4.87","242090","90836","7","7"
403,2013,1,"Jan","train","12","83149","87328","6929","7277","-4179","5.03","118228","56428","7","2"
403,2013,2,"Feb","train","24","169448","174456","7060","7269","-5008","2.96","236256","112656","12","2"
403,2013,3,"Mar","train","25","193235","181489","7729","7260","11746","6.08","245864","117114","9","2"
403,2013,4,"Apr","train","25","182750","185623","7310","7425","-2873","1.57","249998","121248","16","1"
403,2013,5,"May","train","23","182160","171708","7920","7466","10452","5.74","230933","112483","11","1"
403,2013,6,"Jun","train","25","179960","183861","7198","7354","-3901","2.17","248236","119486","11","0"
403,2013,7,"Jul","train","27","212760","202634","7880","7505","10126","4.76","272159","133109","8","2"
403,2013,8,"Aug","train","27","184746","189490","6842","7018","-4744","2.57","259015","119965","13","4"
403,2013,9,"Sep","train","25","174186","181688","6967","7268","-7502","4.31","246063","117313","11","0"
403,2013,10,"Oct","train","26","185340","189099","7128","7273","-3759","2.03","256049","122149","11","2"
403,2013,11,"Nov","train","25","187929","187253","7517","7490","676","0.36","251628","122878","11","1"
403,2013,12,"Dec","train","24","216944","198099","9039","8254","18845","8.69","259899","136299","7","4"
403,2014,1,"Jan","train","26","190023","191128","7309","7351","-1105","0.58","258078","124178","8","1"
403,2014,2,"Feb","train","24","173893","175942","7246","7331","-2049","1.18","237742","114142","11","0"
403,2014,3,"Mar","train","26","180107","191964","6927","7383","-11857","6.58","258914","125014","8","3"
403,2014,4,"Apr","train","24","180808","177766","7534","7407","3042","1.68","239566","115966","8","0"
403,2014,5,"May","train","25","183147","187381","7326","7495","-4234","2.31","251756","123006","10","3"
403,2014,6,"Jun","train","23","180075","172902","7829","7517","7173","3.98","232127","113677","8","1"
403,2014,7,"Jul","train","27","190315","202648","7049","7505","-12333","6.48","272173","133123","15","3"
403,2014,8,"Aug","train","26","176218","184136","6778","7082","-7918","4.49","251086","117186","11","2"
403,2014,9,"Sep","train","26","184548","190951","7098","7344","-6403","3.47","257901","124001","12","2"
403,2014,10,"Oct","train","26","185000","190117","7115","7312","-5117","2.77","257067","123167","12","3"
403,2014,11,"Nov","train","24","192603","183529","8025","7647","9074","4.71","245329","121729","10","1"
403,2014,12,"Dec","train","25","219268","207441","8771","8298","11827","5.39","271816","143066","8","4"
403,2015,1,"Jan","test","26","191310","190494","7358","7327","816","0.43","257444","123544","13","1"
403,2015,2,"Feb","test","24","169322","177418","7055","7392","-8096","4.78","239218","115618","14","3"
403,2015,3,"Mar","test","26","197643","196400","7602","7554","1243","0.63","263350","129450","13","1"
403,2015,4,"Apr","test","24","185028","178649","7710","7444","6379","3.45","240449","116849","8","1"
403,2015,5,"May","test","23","177824","171669","7731","7464","6155","3.46","230894","112444","19","1"
403,2015,6,"Jun","test","25","205924","191432","8237","7657","14492","7.04","255807","127057","11","1"
403,2015,7,"Jul","test","27","203553","204359","7539","7569","-806","0.40","273884","134834","13","0"
404,2013,2,"Feb","train","18","66291","77770","3683","4321","-11479","17.32","111160","44380","8","4"
404,2013,3,"Mar","train","25","111146","109189","4446","4368","1957","1.76","155564","62814","15","2"
404,2013,4,"Apr","train","25","102015","111797","4081","4472","-9782","9.59","158172","65422","13","1"
404,2013,5,"May","train","23","99746","102303","4337","4448","-2557","2.56","144968","59638","13","3"
404,2013,6,"Jun","train","25","105151","110823","4206","4433","-5672","5.39","157198","64448","12","1"
404,2013,7,"Jul","train","27","123980","124450","4592","4609","-470","0.38","174535","74365","11","0"
404,2013,8,"Aug","train","27","108430","112892","4016","4181","-4462","4.12","162977","62807","10","3"
404,2013,9,"Sep","train","25","101123","108545","4045","4342","-7422","7.34","154920","62170","10","4"
404,2013,10,"Oct","train","26","110754","115303","4260","4435","-4549","4.11","163533","67073","13","3"
404,2013,11,"Nov","train","25","117733","115412","4709","4616","2321","1.97","161787","69037","12","1"
404,2013,12,"Dec","train","24","138345","124214","5764","5176","14131","10.21","168734","79694","7","6"
404,2014,1,"Jan","train","25","114983","114975","4599","4599","8","0.01","161350","68600","10","3"
404,2014,2,"Feb","train","24","116762","111336","4865","4639","5426","4.65","155856","66816","9","1"
404,2014,3,"Mar","train","26","120693","122973","4642","4730","-2280","1.89","171203","74743","8","1"
404,2014,4,"Apr","train","24","121446","114447","5060","4769","6999","5.76","158967","69927","10","1"
404,2014,5,"May","train","25","123789","118509","4952","4740","5280","4.27","164884","72134","9","1"
404,2014,6,"Jun","train","23","117989","110923","5130","4823","7066","5.99","153588","68258","6","0"
404,2014,7,"Jul","train","27","131612","132296","4875","4900","-684","0.52","182381","82211","8","3"
404,2014,8,"Aug","train","26","112781","116864","4338","4495","-4083","3.62","165094","68634","8","3"
404,2014,9,"Sep","train","26","117813","121625","4531","4678","-3812","3.24","169855","73395","9","3"
404,2014,10,"Oct","train","26","122015","123369","4693","4745","-1354","1.11","171599","75139","9","2"
404,2014,11,"Nov","train","24","126821","120253","5284","5011","6568","5.18","164773","75733","8","1"
404,2014,12,"Dec","train","25","147033","138038","5881","5522","8995","6.12","184413","91663","6","8"
404,2015,1,"Jan","test","25","122492","121597","4900","4864","895","0.73","167972","75222","9","3"
404,2015,2,"Feb","test","24","118049","119055","4919","4961","-1006","0.85","163575","74535","12","2"
404,2015,3,"Mar","test","26","132704","133590","5104","5138","-886","0.67","181820","85360","7","4"
404,2015,4,"Apr","test","24","129402","121871","5392","5078","7531","5.82","166391","77351","4","2"
404,2015,5,"May","test","23","119781","115304","5208","5013","4477","3.74","157969","72639","12","1"
404,2015,6,"Jun","test","25","129900","129994","5196","5200","-94","0.07","176369","83619","6","2"
404,2015,7,"Jul","test","27","143441","140522","5313","5205","2919","2.03","190607","90437","9","1"
405,2013,1,"Jan","train","12","50684","52478","4224","4373","-1794","3.54","85454","19502","2","3"
405,2013,2,"Feb","train","24","103265","104908","4303","4371","-1643","1.59","170860","38956","5","7"
405,2013,3,"Mar","train","25","124234","112570","4969","4503","11664","9.39","181270","43870","6","7"
405,2013,4,"Apr","train","25","113660","113136","4546","4525","524","0.46","181836","44436","7","4"
405,2013,5,"May","train","23","106048","100905","4611","4387","5143","4.85","164109","37701","7","3"
405,2013,6,"Jun","train","25","100284","109812","4011","4392","-9528","9.50","178512","41112","7","9"
405,2013,7,"Jul","train","27","128724","124107","4768","4597","4617","3.59","198303","49911","3","12"
405,2013,8,"Aug","train","27","110377","113848","4088","4217","-3471","3.14","188044","39652","6","8"
405,2013,9,"Sep","train","25","105152","111902","4206","4476","-6750","6.42","180602","43202","3","11"
405,2013,10,"Oct","train","26","112881","114353","4342","4398","-1472","1.30","185801","42905","9","8"
405,2013,11,"Nov","train","25","110747","112912","4430","4516","-2165","1.95","181612","44212","7","7"
405,2013,12,"Dec","train","24","131197","119629","5467","4985","11568","8.82","185581","53677","2","9"
405,2014,1,"Jan","train","26","112655","114700","4333","4412","-2045","1.82","186148","43252","5","9"
405,2014,2,"Feb","train","24","102063","106100","4253","4421","-4037","3.96","172052","40148","6","8"
405,2014,3,"Mar","train","26","113006","119976","4346","4614","-6970","6.17","191424","48528","5","11"
405,2014,4,"Apr","train","24","110052","108240","4586","4510","1812","1.65","174192","42288","2","8"
405,2014,5,"May","train","25","107261","111231","4290","4449","-3970","3.70","179931","42531","7","6"
405,2014,6,"Jun","train","23","112306","103599","4883","4504","8707","7.75","166803","40395","4","6"
405,2014,7,"Jul","train","27","119980","123754","4444","4583","-3774","3.15","197950","49558","6","6"
405,2014,8,"Aug","train","26","106380","111008","4092","4270","-4628","4.35","182456","39560","5","8"
405,2014,9,"Sep","train","26","117398","117844","4515","4532","-446","0.38","189292","46396","4","8"
405,2014,10,"Oct","train","26","111976","115269","4307","4433","-3293","2.94","186717","43821","8","7"
405,2014,11,"Nov","train","24","118426","110916","4934","4622","7510","6.34","176868","44964","6","3"
405,2014,12,"Dec","train","25","129977","125604","5199","5024","4373","3.36","194304","56904","4","11"
405,2015,1,"Jan","test","26","116909","114766","4497","4414","2143","1.83","186214","43318","8","4"
405,2015,2,"Feb","test","24","99358","107304","4140","4471","-7946","8.00","173256","41352","7","6"
405,2015,3,"Mar","test","26","121068","122902","4656","4727","-1834","1.51","194350","51454","5","10"
405,2015,4,"Apr","test","24","116160","109049","4840","4544","7111","6.12","175001","43097","4","8"
405,2015,5,"May","test","23","103816","101943","4514","4432","1873","1.80","165147","38739","7","3"
405,2015,6,"Jun","test","25","126181","115642","5047","4626","10539","8.35","184342","46942","3","9"
405,2015,7,"Jul","test","27","118558","124752","4391","4620","-6194","5.22","198948","50556","3","8"
406,2013,1,"Jan","train","12","46553","56349","3879","4696","-9796","21.04","87345","25353","1","4"
406,2013,2,"Feb","train","24","97116","115808","4047","4825","-18692","19.25","177800","53816","10","7"
406,2013,3,"Mar","train","25","126912","127975","5076","5119","-1063","0.84","192550","63400","13","3"
406,2013,4,"Apr","train","25","110425","128460","4417","5138","-18035","16.33","193035","63885","7","8"
406,2013,5,"May","train","23","114888","120979","4995","5260","-6091","5.30","180388","61570","11","5"
406,2013,6,"Jun","train","25","117982","130864","4719","5235","-12882","10.92","195439","66289","13","5"
406,2013,7,"Jul","train","27","145089","145523","5374","5390","-434","0.30","215264","75782","8","4"
406,2013,8,"Aug","train","27","138523","141486","5130","5240","-2963","2.14","211227","71745","12","2"
406,2013,9,"Sep","train","25","120548","130439","4822","5218","-9891","8.21","195014","65864","8","5"
406,2013,10,"Oct","train","26","133096","138527","5119","5328","-5431","4.08","205685","71369","11","5"
406,2013,11,"Nov","train","25","143824","143209","5753","5728","615","0.43","207784","78634","13","2"
406,2013,12,"Dec","train","24","178573","160807","7441","6700","17766","9.95","222799","98815","3","9"
406,2014,1,"Jan","train","26","146127","147256","5620","5664","-1129","0.77","214414","80098","10","7"
406,2014,2,"Feb","train","24","143323","139703","5972","5821","3620","2.53","201695","77711","10","4"
406,2014,3,"Mar","train","26","152974","159716","5884","6143","-6742","4.41","226874","92558","11","5"
406,2014,4,"Apr","train","24","159940","145929","6664","6080","14011","8.76","207921","83937","5","4"
406,2014,5,"May","train","25","161553","157347","6462","6294","4206","2.60","221922","92772","9","3"
406,2014,6,"Jun","train","23","152084","143528","6612","6240","8556","5.63","202937","84119","6","2"
406,2014,7,"Jul","train","27","174553","171400","6465","6348","3153","1.81","241141","101659","10","3"
406,2014,8,"Aug","train","26","161313","162393","6204","6246","-1080","0.67","229551","95235","10","3"
406,2014,9,"Sep","train","26","165525","161160","6366","6198","4365","2.64","228318","94002","12","4"
406,2014,10,"Oct","train","26","171764","164425","6606","6324","7339","4.27","231583","97267","9","1"
406,2014,11,"Nov","train","24","171428","161186","7143","6716","10242","5.97","223178","99194","11","2"
406,2014,12,"Dec","train","25","211677","191272","8467","7651","20405","9.64","255847","126697","6","6"
406,2015,1,"Jan","test","26","179904","173602","6919","6677","6302","3.50","240760","106444","10","4"
406,2015,2,"Feb","test","24","159297","163598","6637","6817","-4301","2.70","225590","101606","12","2"
406,2015,3,"Mar","test","26","179175","185133","6891","7121","-5958","3.33","252291","117975","11","3"
406,2015,4,"Apr","test","24","181918","169837","7580","7077","12081","6.64","231829","107845","7","8"
406,2015,5,"May","test","23","173084","166749","7525","7250","6335","3.66","226158","107340","13","2"
406,2015,6,"Jun","test","25","185792","181178","7432","7247","4614","2.48","245753","116603","4","3"
406,2015,7,"Jul","test","27","203054","198779","7521","7362","4275","2.11","268520","129038","9","2"
407,2013,1,"Jan","train","12","42622","43675","3552","3640","-1053","2.47","63355","23995","5","2"
407,2013,2,"Feb","train","24","88263","86713","3678","3613","1550","1.76","126073","47353","11","4"
407,2013,3,"Mar","train","25","100370","92859","4015","3714","7511","7.48","133859","51859","8","4"
407,2013,4,"Apr","train","25","93857","93987","3754","3759","-130","0.14","134987","52987","8","6"
407,2013,5,"May","train","23","85181","85194","3704","3704","-13","0.02","122914","47474","7","4"
407,2013,6,"Jun","train","25","84391","92670","3376","3707","-8279","9.81","133670","51670","13","5"
407,2013,7,"Jul","train","27","99934","100681","3701","3729","-747","0.75","144961","56401","9","4"
407,2013,8,"Aug","train","26","88657","92981","3410","3576","-4324","4.88","135621","50341","8","7"
407,2013,9,"Sep","train","25","83127","88473","3325","3539","-5346","6.43","129473","47473","6","8"
407,2013,10,"Oct","train","26","92702","94531","3565","3636","-1829","1.97","137171","51891","8","3"
407,2013,11,"Nov","train","25","96398","95350","3856","3814","1048","1.09","136350","54350","10","4"
407,2013,12,"Dec","train","24","114998","104924","4792","4372","10074","8.76","144284","65564","7","6"
407,2014,1,"Jan","train","25","94551","94155","3782","3766","396","0.42","135155","53155","8","5"
407,2014,2,"Feb","train","24","85441","90144","3560","3756","-4703","5.50","129504","50784","6","4"
407,2014,3,"Mar","train","26","93853","100750","3610","3875","-6897","7.35","143390","58110","11","6"
407,2014,4,"Apr","train","24","96786","92596","4033","3858","4190","4.33","131956","53236","7","5"
407,2014,5,"May","train","25","96539","96560","3862","3862","-21","0.02","137560","55560","10","2"
407,2014,6,"Jun","train","23","97370","88797","4233","3861","8573","8.80","126517","51077","7","1"
407,2015,1,"Jan","test","25","106673","96623","4267","3865","10050","9.42","137623","55623","13","3"
407,2015,2,"Feb","test","24","90950","91827","3790","3826","-877","0.96","131187","52467","8","2"
407,2015,3,"Mar","test","26","99185","102479","3815","3942","-3294","3.32","145119","59839","11","3"
407,2015,4,"Apr","test","24","103907","94267","4329","3928","9640","9.28","133627","54907","11","4"
407,2015,5,"May","test","23","105902","89729","4604","3901","16173","15.27","127449","52009","4","2"
407,2015,6,"Jun","test","25","108360","98528","4334","3941","9832","9.07","139528","57528","6","2"
407,2015,7,"Jul","test","27","118540","106267","4390","3936","12273","10.35","150547","61987","10","2"
408,2013,1,"Jan","train","12","58556","55428","4880","4619","3128","5.34","79548","31308","3","1"
408,2013,2,"Feb","train","24","105995","107463","4416","4478","-1468","1.38","155703","59223","6","7"
408,2013,3,"Mar","train","25","121172","115675","4847","4627","5497","4.54","165925","65425","7","5"
408,2013,4,"Apr","train","25","112360","115643","4494","4626","-3283","2.92","165893","65393","11","4"
408,2013,5,"May","train","23","110160","107267","4790","4664","2893","2.63","153497","61037","10","2"
408,2013,6,"Jun","train","25","107298","114168","4292","4567","-6870","6.40","164418","63918","12","5"
408,2013,7,"Jul","train","27","130765","127302","4843","4715","3463","2.65","181572","73032","6","7"
408,2013,8,"Aug","train","27","113024","118008","4186","4371","-4984","4.41","172278","63738","8","6"
408,2013,9,"Sep","train","25","104403","110532","4176","4421","-6129","5.87","160782","60282","8","5"
408,2013,10,"Oct","train","26","115681","118891","4449","4573","-3210","2.77","171151","66631","12","3"
408,2013,11,"Nov","train","25","113668","115515","4547","4621","-1847","1.62","165765","65265","6","3"
408,2013,12,"Dec","train","24","125729","119321","5239","4972","6408","5.10","167561","71081","4","5"
408,2014,1,"Jan","train","25","115082","116178","4603","4647","-1096","0.95","166428","65928","9","9"
408,2014,2,"Feb","train","24","105579","109121","4399","4547","-3542","3.35","157361","60881","10","7"
408,2014,3,"Mar","train","26","117528","122699","4520","4719","-5171","4.40","174959","70439","9","8"
408,2014,4,"Apr","train","24","117612","111914","4901","4663","5698","4.84","160154","63674","5","6"
408,2014,5,"May","train","25","119213","119052","4769","4762","161","0.14","169302","68802","10","3"
408,2014,6,"Jun","train","23","111789","106898","4860","4648","4891","4.38","153128","60668","6","5"
408,2014,7,"Jul","train","27","130142","128204","4820","4748","1938","1.49","182474","73934","11","3"
408,2014,8,"Aug","train","26","110969","115786","4268","4453","-4817","4.34","168046","63526","8","4"
408,2014,9,"Sep","train","26","112761","116582","4337","4484","-3821","3.39","168842","64322","9","7"
408,2014,10,"Oct","train","26","123930","120461","4767","4633","3469","2.80","172721","68201","6","3"
408,2014,11,"Nov","train","24","114946","112453","4789","4686","2493","2.17","160693","64213","6","3"
408,2014,12,"Dec","train","25","131738","125634","5270","5025","6104","4.63","175884","75384","6","4"
408,2015,1,"Jan","test","25","128553","119115","5142","4765","9438","7.34","169365","68865","8","2"
408,2015,2,"Feb","test","24","108012","110781","4501","4616","-2769","2.56","159021","62541","7","3"
408,2015,3,"Mar","test","26","130876","124255","5034","4779","6621","5.06","176515","71995","8","4"
408,2015,4,"Apr","test","24","128302","113346","5346","4723","14956","11.66","161586","65106","3","5"
408,2015,5,"May","test","23","117435","110570","5106","4807","6865","5.85","156800","64340","9","1"
408,2015,6,"Jun","test","25","125746","118347","5030","4734","7399","5.88","168597","68097","6","4"
408,2015,7,"Jul","test","27","141426","130190","5238","4822","11236","7.94","184460","75920","6","2"
409,2013,1,"Jan","train","12","56351","59268","4696","4939","-2917","5.18","86244","32292","5","1"
409,2013,2,"Feb","train","24","114172","121339","4757","5056","-7167","6.28","175291","67387","7","6"
409,2013,3,"Mar","train","25","131451","131442","5258","5258","9","0.01","187642","75242","13","5"
409,2013,4,"Apr","train","25","128114","131165","5125","5247","-3051","2.38","187365","74965","12","5"
409,2013,5,"May","train","23","123980","122490","5390","5326","1490","1.20","174194","70786","9","5"
409,2013,6,"Jun","train","25","122959","132332","4918","5293","-9373","7.62","188532","76132","13","5"
409,2013,7,"Jul","train","27","141611","143685","5245","5322","-2074","1.46","204381","82989","4","7"
409,2013,8,"Aug","train","27","143198","140580","5304","5207","2618","1.83","201276","79884","8","4"
409,2013,9,"Sep","train","25","128409","131840","5136","5274","-3431","2.67","188040","75640","6","5"
409,2013,10,"Oct","train","26","125939","131489","4844","5057","-5550","4.41","189937","73041","10","5"
409,2013,11,"Nov","train","26","129106","136003","4966","5231","-6897","5.34","194451","77555","15","2"
409,2013,12,"Dec","train","24","146142","137496","6089","5729","8646","5.92","191448","83544","4","5"
409,2014,1,"Jan","train","26","130588","135056","5023","5194","-4468","3.42","193504","76608","8","5"
409,2014,2,"Feb","train","24","127990","127788","5333","5325","202","0.16","181740","73836","7","5"
409,2014,3,"Mar","train","26","144713","144321","5566","5551","392","0.27","202769","85873","8","5"
409,2014,4,"Apr","train","24","134953","131465","5623","5478","3488","2.58","185417","77513","9","4"
409,2014,5,"May","train","25","142937","140376","5717","5615","2561","1.79","196576","84176","9","2"
409,2014,6,"Jun","train","23","139279","128285","6056","5578","10994","7.89","179989","76581","4","3"
409,2014,7,"Jul","train","27","154638","150155","5727","5561","4483","2.90","210851","89459","8","1"
409,2014,8,"Aug","train","26","139166","142524","5353","5482","-3358","2.41","200972","84076","13","4"
409,2014,9,"Sep","train","26","146307","144136","5627","5544","2171","1.48","202584","85688","12","6"
409,2014,10,"Oct","train","26","137403","138223","5285","5316","-820","0.60","196671","79775","11","2"
409,2014,11,"Nov","train","25","144151","137496","5766","5500","6655","4.62","193696","81296","13","2"
409,2014,12,"Dec","train","25","154708","149260","6188","5970","5448","3.52","205460","93060","4","3"
409,2015,1,"Jan","test","26","148665","142056","5718","5464","6609","4.45","200504","83608","9","2"
409,2015,2,"Feb","test","24","138415","134250","5767","5594","4165","3.01","188202","80298","9","2"
409,2015,3,"Mar","test","26","157539","151566","6059","5829","5973","3.79","210014","93118","9","7"
409,2015,4,"Apr","test","24","146460","137664","6103","5736","8796","6.01","191616","83712","7","3"
409,2015,5,"May","test","23","139862","134705","6081","5857","5157","3.69","186409","83001","15","0"
409,2015,6,"Jun","test","25","160651","146821","6426","5873","13830","8.61","203021","90621","7","6"
409,2015,7,"Jul","test","27","171102","157332","6337","5827","13770","8.05","218028","96636","5","2"
410,2013,1,"Jan","train","12","70276","72574","5856","6048","-2298","3.27","113854","31294","5","3"
410,2013,2,"Feb","train","24","149359","149461","6223","6228","-102","0.07","232021","66901","5","6"
410,2013,3,"Mar","train","25","167711","156030","6708","6241","11681","6.96","242030","70030","5","5"
410,2013,4,"Apr","train","25","152694","157597","6108","6304","-4903","3.21","243597","71597","12","6"
410,2013,5,"May","train","23","157214","147537","6835","6415","9677","6.16","226657","68417","7","6"
410,2013,6,"Jun","train","25","143081","154987","5723","6199","-11906","8.32","240987","68987","8","7"
410,2013,7,"Jul","train","27","174664","171203","6469","6341","3461","1.98","264083","78323","5","10"
410,2013,8,"Aug","train","27","161384","163453","5977","6054","-2069","1.28","256333","70573","5","9"
410,2013,9,"Sep","train","25","139421","152163","5577","6087","-12742","9.14","238163","66163","6","10"
410,2013,10,"Oct","train","26","148156","158512","5698","6097","-10356","6.99","247952","69072","9","8"
410,2013,11,"Nov","train","25","158160","161040","6326","6442","-2880","1.82","247040","75040","8","6"
410,2013,12,"Dec","train","24","183819","168282","7659","7012","15537","8.45","250842","85722","4","7"
410,2014,1,"Jan","train","26","155384","160470","5976","6172","-5086","3.27","249910","71030","10","10"
410,2014,2,"Feb","train","24","150112","153076","6255","6378","-2964","1.97","235636","70516","5","6"
410,2014,3,"Mar","train","26","156415","167708","6016","6450","-11293","7.22","257148","78268","5","12"
410,2014,4,"Apr","train","24","160110","153736","6671","6406","6374","3.98","236296","71176","5","8"
410,2014,5,"May","train","25","164041","164581","6562","6583","-540","0.33","250581","78581","7","6"
410,2014,6,"Jun","train","23","157691","147638","6856","6419","10053","6.38","226758","68518","4","5"
410,2014,7,"Jul","train","27","167450","173254","6202","6417","-5804","3.47","266134","80374","8","8"
410,2014,8,"Aug","train","26","157787","161790","6069","6223","-4003","2.54","251230","72350","8","6"
410,2014,9,"Sep","train","26","159065","162106","6118","6235","-3041","1.91","251546","72666","7","6"
410,2014,10,"Oct","train","26","162077","161878","6234","6226","199","0.12","251318","72438","8","9"
410,2014,11,"Nov","train","24","172087","159280","7170","6637","12807","7.44","241840","76720","9","7"
410,2014,12,"Dec","train","25","189716","179518","7589","7181","10198","5.38","265518","93518","4","10"
410,2015,1,"Jan","test","26","169084","163810","6503","6300","5274","3.12","253250","74370","8","4"
410,2015,2,"Feb","test","24","152714","156690","6363","6529","-3976","2.60","239250","74130","4","5"
410,2015,3,"Mar","test","26","175593","172750","6754","6644","2843","1.62","262190","83310","6","7"
410,2015,4,"Apr","test","24","170946","156799","7123","6533","14147","8.28","239359","74239","4","7"
410,2015,5,"May","test","23","164129","153405","7136","6670","10724","6.53","232525","74285","8","1"
410,2015,6,"Jun","test","25","176589","165657","7064","6626","10932","6.19","251657","79657","4","6"
410,2015,7,"Jul","test","27","168866","177258","6254","6565","-8392","4.97","270138","84378","2","8"
411,2013,1,"Jan","train","12","94173","100823","7848","8402","-6650","7.06","149927","51719","5","3"
411,2013,2,"Feb","train","24","196134","204700","8172","8529","-8566","4.37","302908","106492","7","4"
411,2013,3,"Mar","train","25","229700","220128","9188","8805","9572","4.17","322428","117828","10","4"
411,2013,4,"Apr","train","25","210736","220322","8429","8813","-9586","4.55","322622","118022","12","5"
411,2013,5,"May","train","23","212978","205129","9260","8919","7849","3.69","299245","111013","10","4"
411,2013,6,"Jun","train","25","209789","222830","8392","8913","-13041","6.22","325130","120530","13","3"
