"Store","Date","actual_sales","split","ts_forecast","ma_forecast","ensemble_forecast","ts_blend_weight","ma_blend_weight","ensemble_error","abs_error","ape","upper_95","lower_95"
7,"2013-08-09",9198,"train","10042","9267","9662","0.510","0.490","-464","464","5.04","13239","6085"
7,"2013-08-10",5763,"train","6895","6122","6516","0.510","0.490","-753","753","13.07","10093","2939"
7,"2013-08-12",14766,"train","11605","10837","11229","0.510","0.490","3537","3537","23.95","14806","7652"
7,"2013-08-13",12269,"train","10566","9794","10188","0.510","0.490","2081","2081","16.96","13765","6611"
7,"2013-08-14",10364,"train","9166","8399","8790","0.510","0.490","1574","1574","15.19","12367","5213"
7,"2013-08-15",9477,"train","9257","8471","8872","0.510","0.490","605","605","6.38","12449","5295"
7,"2013-08-16",10781,"train","10056","9267","9669","0.510","0.490","1112","1112","10.31","13246","6092"
7,"2013-08-17",6629,"train","6909","6122","6523","0.510","0.490","106","106","1.60","10100","2946"
7,"2013-08-19",8806,"train","11619","10837","11236","0.510","0.490","-2430","2430","27.59","14813","7659"
7,"2013-08-20",8685,"train","10580","9794","10195","0.510","0.490","-1510","1510","17.39","13772","6618"
7,"2013-08-21",7191,"train","9179","8399","8797","0.510","0.490","-1606","1606","22.33","12374","5220"
7,"2013-08-22",6934,"train","9271","8471","8879","0.510","0.490","-1945","1945","28.05","12456","5302"
7,"2013-08-23",7895,"train","10070","9267","9677","0.510","0.490","-1782","1782","22.57","13254","6100"
7,"2013-08-24",5628,"train","6922","6122","6530","0.510","0.490","-902","902","16.03","10107","2953"
7,"2013-08-26",11911,"train","11633","10837","11243","0.510","0.490","668","668","5.61","14820","7666"
7,"2013-08-27",10861,"train","10594","9794","10202","0.510","0.490","659","659","6.07","13779","6625"
7,"2013-08-28",9762,"train","9193","8399","8804","0.510","0.490","958","958","9.81","12381","5227"
7,"2013-08-29",9889,"train","9285","8471","8886","0.510","0.490","1003","1003","10.14","12463","5309"
7,"2013-08-30",11809,"train","10084","9267","9684","0.510","0.490","2125","2125","17.99","13261","6107"
7,"2013-08-31",6113,"train","6936","6122","6537","0.510","0.490","-424","424","6.94","10114","2960"
7,"2013-09-02",7650,"train","10125","10837","10474","0.510","0.490","-2824","2824","36.92","14051","6897"
7,"2013-09-03",8707,"train","9087","9794","9433","0.510","0.490","-726","726","8.34","13010","5856"
7,"2013-09-04",7850,"train","7686","8399","8035","0.510","0.490","-185","185","2.36","11612","4458"
7,"2013-09-05",7398,"train","7777","8471","8117","0.510","0.490","-719","719","9.72","11694","4540"
7,"2013-09-06",7753,"train","8577","9267","8915","0.510","0.490","-1162","1162","14.99","12492","5338"
7,"2013-09-07",5166,"train","5429","6122","5769","0.510","0.490","-603","603","11.67","9346","2192"
7,"2013-09-09",10694,"train","10139","10837","10481","0.510","0.490","213","213","1.99","14058","6904"
7,"2013-09-10",11072,"train","9101","9794","9441","0.510","0.490","1631","1631","14.73","13018","5864"
7,"2013-09-11",8808,"train","7700","8399","8043","0.510","0.490","765","765","8.69","11620","4466"
7,"2013-09-12",9066,"train","7791","8471","8124","0.510","0.490","942","942","10.39","11701","4547"
7,"2013-09-13",9977,"train","8591","9267","8922","0.510","0.490","1055","1055","10.57","12499","5345"
7,"2013-09-14",5383,"train","5443","6122","5776","0.510","0.490","-393","393","7.30","9353","2199"
7,"2013-09-16",7562,"train","10153","10837","10488","0.510","0.490","-2926","2926","38.69","14065","6911"
7,"2013-09-17",7767,"train","9114","9794","9447","0.510","0.490","-1680","1680","21.63","13024","5870"
7,"2013-09-18",6845,"train","7714","8399","8050","0.510","0.490","-1205","1205","17.60","11627","4473"
7,"2013-09-19",6859,"train","7805","8471","8131","0.510","0.490","-1272","1272","18.54","11708","4554"
7,"2013-09-20",7630,"train","8604","9267","8929","0.510","0.490","-1299","1299","17.02","12506","5352"
7,"2013-09-21",4729,"train","5457","6122","5783","0.510","0.490","-1054","1054","22.29","9360","2206"
7,"2013-09-23",9480,"train","10167","10837","10495","0.510","0.490","-1015","1015","10.71","14072","6918"
7,"2013-09-24",10012,"train","9128","9794","9454","0.510","0.490","558","558","5.57","13031","5877"
7,"2013-09-25",8023,"train","7728","8399","8057","0.510","0.490","-34","34","0.42","11634","4480"
7,"2013-09-26",8371,"train","7819","8471","8138","0.510","0.490","233","233","2.78","11715","4561"
7,"2013-09-27",9740,"train","8618","9267","8936","0.510","0.490","804","804","8.25","12513","5359"
7,"2013-09-28",5818,"train","5471","6122","5790","0.510","0.490","28","28","0.48","9367","2213"
7,"2013-09-30",9018,"train","10181","10837","10502","0.510","0.490","-1484","1484","16.46","14079","6925"
7,"2013-10-01",9316,"train","8506","9794","9137","0.510","0.490","179","179","1.92","12714","5560"
7,"2013-10-02",8004,"train","7105","8399","7739","0.510","0.490","265","265","3.31","11316","4162"
7,"2013-10-03",3020,"train","7197","8471","7821","0.510","0.490","-4801","4801","158.97","11398","4244"
7,"2013-10-04",9332,"train","7996","9267","8619","0.510","0.490","713","713","7.64","12196","5042"
7,"2013-10-05",5807,"train","4848","6122","5472","0.510","0.490","335","335","5.77","9049","1895"
7,"2013-10-07",12712,"train","9559","10837","10185","0.510","0.490","2527","2527","19.88","13762","6608"
7,"2013-10-08",10319,"train","8520","9794","9144","0.510","0.490","1175","1175","11.39","12721","5567"
7,"2013-10-09",7977,"train","7119","8399","7746","0.510","0.490","231","231","2.90","11323","4169"
7,"2013-10-10",8835,"train","7211","8471","7828","0.510","0.490","1007","1007","11.40","11405","4251"
7,"2013-10-11",8831,"train","8010","9267","8626","0.510","0.490","205","205","2.32","12203","5049"
7,"2013-10-12",4345,"train","4862","6122","5479","0.510","0.490","-1134","1134","26.10","9056","1902"
7,"2013-10-14",7861,"train","9572","10837","10192","0.510","0.490","-2331","2331","29.65","13769","6615"
7,"2013-10-15",6355,"train","8534","9794","9151","0.510","0.490","-2796","2796","44.00","12728","5574"
7,"2013-10-16",6774,"train","7133","8399","7753","0.510","0.490","-979","979","14.45","11330","4176"
7,"2013-10-17",5568,"train","7224","8471","7835","0.510","0.490","-2267","2267","40.71","11412","4258"
7,"2013-10-18",7870,"train","8024","9267","8633","0.510","0.490","-763","763","9.70","12210","5056"
7,"2013-10-19",4686,"train","4876","6122","5487","0.510","0.490","-801","801","17.09","9064","1910"
7,"2013-10-21",11300,"train","9586","10837","10199","0.510","0.490","1101","1101","9.74","13776","6622"
7,"2013-10-22",10298,"train","8548","9794","9159","0.510","0.490","1139","1139","11.06","12736","5582"
7,"2013-10-23",7828,"train","7147","8399","7760","0.510","0.490","68","68","0.87","11337","4183"
7,"2013-10-24",8238,"train","7238","8471","7842","0.510","0.490","396","396","4.81","11419","4265"
7,"2013-10-25",8430,"train","8038","9267","8640","0.510","0.490","-210","210","2.49","12217","5063"
7,"2013-10-26",4773,"train","4890","6122","5494","0.510","0.490","-721","721","15.11","9071","1917"
7,"2013-10-28",5971,"train","9600","10837","10206","0.510","0.490","-4235","4235","70.93","13783","6629"
7,"2013-10-29",6875,"train","8561","9794","9165","0.510","0.490","-2290","2290","33.31","12742","5588"
7,"2013-10-30",7816,"train","7161","8399","7768","0.510","0.490","48","48","0.61","11345","4191"
7,"2013-10-31",8646,"train","7252","8471","7849","0.510","0.490","797","797","9.22","11426","4272"
7,"2013-11-01",8652,"train","8869","9267","9064","0.510","0.490","-412","412","4.76","12641","5487"
7,"2013-11-02",6251,"train","5722","6122","5918","0.510","0.490","333","333","5.33","9495","2341"
7,"2013-11-04",9665,"train","10432","10837","10630","0.510","0.490","-965","965","9.98","14207","7053"
7,"2013-11-05",12011,"train","9393","9794","9589","0.510","0.490","2422","2422","20.16","13166","6012"
7,"2013-11-06",9340,"train","7993","8399","8192","0.510","0.490","1148","1148","12.29","11769","4615"
7,"2013-11-07",8461,"train","8084","8471","8274","0.510","0.490","187","187","2.21","11851","4697"
7,"2013-11-08",9374,"train","8883","9267","9071","0.510","0.490","303","303","3.23","12648","5494"
7,"2013-11-09",4664,"train","5736","6122","5925","0.510","0.490","-1261","1261","27.04","9502","2348"
7,"2013-11-11",7930,"train","10446","10837","10638","0.510","0.490","-2708","2708","34.15","14215","7061"
7,"2013-11-12",6477,"train","9407","9794","9597","0.510","0.490","-3120","3120","48.17","13174","6020"
7,"2013-11-13",7529,"train","8006","8399","8199","0.510","0.490","-670","670","8.90","11776","4622"
7,"2013-11-14",6974,"train","8098","8471","8281","0.510","0.490","-1307","1307","18.74","11858","4704"
7,"2013-11-15",7373,"train","8897","9267","9078","0.510","0.490","-1705","1705","23.12","12655","5501"
7,"2013-11-16",5693,"train","5749","6122","5932","0.510","0.490","-239","239","4.20","9509","2355"
7,"2013-11-18",11140,"train","10460","10837","10645","0.510","0.490","495","495","4.44","14222","7068"
7,"2013-11-19",10974,"train","9421","9794","9604","0.510","0.490","1370","1370","12.48","13181","6027"
7,"2013-11-20",8531,"train","8020","8399","8206","0.510","0.490","325","325","3.81","11783","4629"
7,"2013-11-21",8852,"train","8112","8471","8288","0.510","0.490","564","564","6.37","11865","4711"
7,"2013-11-22",9642,"train","8911","9267","9085","0.510","0.490","557","557","5.78","12662","5508"
7,"2013-11-23",5610,"train","5763","6122","5939","0.510","0.490","-329","329","5.86","9516","2362"
7,"2013-11-25",9950,"train","10473","10837","10651","0.510","0.490","-701","701","7.05","14228","7074"
7,"2013-11-26",8696,"train","9435","9794","9611","0.510","0.490","-915","915","10.52","13188","6034"
7,"2013-11-27",6783,"train","8034","8399","8213","0.510","0.490","-1430","1430","21.08","11790","4636"
7,"2013-11-28",8860,"train","8125","8471","8295","0.510","0.490","565","565","6.38","11872","4718"
7,"2013-11-29",10301,"train","8925","9267","9093","0.510","0.490","1208","1208","11.73","12670","5516"
7,"2013-11-30",8442,"train","5777","6122","5946","0.510","0.490","2496","2496","29.57","9523","2369"
7,"2013-12-02",15705,"train","12202","10837","11533","0.510","0.490","4172","4172","26.56","15110","7956"
7,"2013-12-03",12132,"train","11164","9794","10493","0.510","0.490","1639","1639","13.51","14070","6916"
7,"2013-12-04",11853,"train","9763","8399","9095","0.510","0.490","2758","2758","23.27","12672","5518"
7,"2013-12-05",9398,"train","9854","8471","9176","0.510","0.490","222","222","2.36","12753","5599"
7,"2013-12-06",7938,"train","10654","9267","9974","0.510","0.490","-2036","2036","25.65","13551","6397"
7,"2013-12-07",6733,"train","7506","6122","6828","0.510","0.490","-95","95","1.41","10405","3251"
7,"2013-12-09",10010,"train","12216","10837","11540","0.510","0.490","-1530","1530","15.28","15117","7963"
7,"2013-12-10",9551,"train","11177","9794","10499","0.510","0.490","-948","948","9.93","14076","6922"
7,"2013-12-11",8632,"train","9777","8399","9102","0.510","0.490","-470","470","5.44","12679","5525"
7,"2013-12-12",8491,"train","9868","8471","9183","0.510","0.490","-692","692","8.15","12760","5606"
7,"2013-12-13",8140,"train","10667","9267","9981","0.510","0.490","-1841","1841","22.62","13558","6404"
7,"2013-12-14",7511,"train","7520","6122","6835","0.510","0.490","676","676","9.00","10412","3258"
7,"2013-12-16",18413,"train","12230","10837","11547","0.510","0.490","6866","6866","37.29","15124","7970"
7,"2013-12-17",14900,"train","11191","9794","10506","0.510","0.490","4394","4394","29.49","14083","6929"
7,"2013-12-18",12917,"train","9791","8399","9109","0.510","0.490","3808","3808","29.48","12686","5532"
7,"2013-12-19",12051,"train","9882","8471","9191","0.510","0.490","2860","2860","23.73","12768","5614"
7,"2013-12-20",14451,"train","10681","9267","9988","0.510","0.490","4463","4463","30.88","13565","6411"
7,"2013-12-21",8942,"train","7534","6122","6842","0.510","0.490","2100","2100","23.48","10419","3265"
7,"2013-12-23",16186,"train","12244","10837","11555","0.510","0.490","4631","4631","28.61","15132","7978"
7,"2013-12-24",5003,"train","11205","9794","10514","0.510","0.490","-5511","5511","110.15","14091","6937"
7,"2013-12-27",9408,"train","10690","9267","9993","0.510","0.490","-585","585","6.22","13570","6416"
7,"2013-12-28",6003,"train","7543","6122","6847","0.510","0.490","-844","844","14.06","10424","3270"
7,"2013-12-30",11852,"train","12253","10837","11559","0.510","0.490","293","293","2.47","15136","7982"
7,"2013-12-31",5708,"train","11214","9794","10518","0.510","0.490","-4810","4810","84.27","14095","6941"
7,"2014-01-02",8634,"train","7360","8471","7904","0.510","0.490","730","730","8.45","11481","4327"
7,"2014-01-03",8389,"train","8159","9267","8702","0.510","0.490","-313","313","3.73","12279","5125"
7,"2014-01-04",6103,"train","5011","6122","5555","0.510","0.490","548","548","8.98","9132","1978"
7,"2014-01-06",12065,"train","9722","10837","10268","0.510","0.490","1797","1797","14.89","13845","6691"
7,"2014-01-07",11096,"train","8683","9794","9227","0.510","0.490","1869","1869","16.84","12804","5650"
7,"2014-01-08",7957,"train","7282","8399","7829","0.510","0.490","128","128","1.61","11406","4252"
7,"2014-01-09",8171,"train","7373","8471","7911","0.510","0.490","260","260","3.18","11488","4334"
7,"2014-01-10",8530,"train","8173","9267","8709","0.510","0.490","-179","179","2.10","12286","5132"
7,"2014-01-11",4971,"train","5025","6122","5563","0.510","0.490","-592","592","11.91","9140","1986"
7,"2014-01-13",7353,"train","9735","10837","10275","0.510","0.490","-2922","2922","39.74","13852","6698"
7,"2014-01-14",7525,"train","8697","9794","9235","0.510","0.490","-1710","1710","22.72","12812","5658"
7,"2014-01-15",6360,"train","7296","8399","7836","0.510","0.490","-1476","1476","23.21","11413","4259"
7,"2014-01-16",5681,"train","7387","8471","7918","0.510","0.490","-2237","2237","39.38","11495","4341"
7,"2014-01-17",7980,"train","8187","9267","8716","0.510","0.490","-736","736","9.22","12293","5139"
7,"2014-01-18",4786,"train","5039","6122","5570","0.510","0.490","-784","784","16.38","9147","1993"
7,"2014-01-20",11706,"train","9749","10837","10282","0.510","0.490","1424","1424","12.16","13859","6705"
7,"2014-01-21",9105,"train","8711","9794","9242","0.510","0.490","-137","137","1.50","12819","5665"
7,"2014-01-22",8118,"train","7310","8399","7844","0.510","0.490","274","274","3.38","11421","4267"
7,"2014-01-23",8137,"train","7401","8471","7925","0.510","0.490","212","212","2.61","11502","4348"
7,"2014-01-24",8387,"train","8200","9267","8723","0.510","0.490","-336","336","4.01","12300","5146"
7,"2014-01-25",4817,"train","5053","6122","5577","0.510","0.490","-760","760","15.78","9154","2000"
7,"2014-01-27",6153,"train","9763","10837","10289","0.510","0.490","-4136","4136","67.22","13866","6712"
7,"2014-01-28",6728,"train","8724","9794","9248","0.510","0.490","-2520","2520","37.46","12825","5671"
7,"2014-01-29",5954,"train","7324","8399","7851","0.510","0.490","-1897","1897","31.86","11428","4274"
7,"2014-01-30",6498,"train","7415","8471","7932","0.510","0.490","-1434","1434","22.07","11509","4355"
7,"2014-01-31",9454,"train","8214","9267","8730","0.510","0.490","724","724","7.66","12307","5153"
7,"2014-02-01",6762,"train","5399","6122","5753","0.510","0.490","1009","1009","14.92","9330","2176"
7,"2014-02-03",14237,"train","10109","10837","10466","0.510","0.490","3771","3771","26.49","14043","6889"
7,"2014-02-04",11358,"train","9070","9794","9425","0.510","0.490","1933","1933","17.02","13002","5848"
7,"2014-02-05",8998,"train","7670","8399","8027","0.510","0.490","971","971","10.79","11604","4450"
7,"2014-02-06",8461,"train","7761","8471","8109","0.510","0.490","352","352","4.16","11686","4532"
7,"2014-02-07",8305,"train","8560","9267","8906","0.510","0.490","-601","601","7.24","12483","5329"
7,"2014-02-08",5425,"train","5412","6122","5760","0.510","0.490","-335","335","6.18","9337","2183"
7,"2014-02-10",7601,"train","10123","10837","10473","0.510","0.490","-2872","2872","37.78","14050","6896"
7,"2014-02-11",7386,"train","9084","9794","9432","0.510","0.490","-2046","2046","27.70","13009","5855"
7,"2014-02-12",6626,"train","7683","8399","8034","0.510","0.490","-1408","1408","21.25","11611","4457"
7,"2014-02-13",7203,"train","7775","8471","8116","0.510","0.490","-913","913","12.68","11693","4539"
7,"2014-02-14",7808,"train","8574","9267","8914","0.510","0.490","-1106","1106","14.16","12491","5337"
7,"2014-02-15",4985,"train","5426","6122","5767","0.510","0.490","-782","782","15.69","9344","2190"
7,"2014-02-17",12728,"train","10137","10837","10480","0.510","0.490","2248","2248","17.66","14057","6903"
7,"2014-02-18",10408,"train","9098","9794","9439","0.510","0.490","969","969","9.31","13016","5862"
7,"2014-02-19",7834,"train","7697","8399","8041","0.510","0.490","-207","207","2.64","11618","4464"
7,"2014-02-20",7758,"train","7789","8471","8123","0.510","0.490","-365","365","4.70","11700","4546"
7,"2014-02-21",8676,"train","8588","9267","8921","0.510","0.490","-245","245","2.82","12498","5344"
7,"2014-02-22",5192,"train","5440","6122","5774","0.510","0.490","-582","582","11.21","9351","2197"
7,"2014-02-24",7311,"train","10150","10837","10487","0.510","0.490","-3176","3176","43.44","14064","6910"
7,"2014-02-25",6168,"train","9112","9794","9446","0.510","0.490","-3278","3278","53.15","13023","5869"
7,"2014-02-26",5812,"train","7711","8399","8048","0.510","0.490","-2236","2236","38.47","11625","4471"
7,"2014-02-27",7079,"train","7802","8471","8130","0.510","0.490","-1051","1051","14.85","11707","4553"
7,"2014-02-28",9221,"train","8602","9267","8928","0.510","0.490","293","293","3.18","12505","5351"
7,"2014-03-01",6369,"train","5821","6122","5968","0.510","0.490","401","401","6.30","9545","2391"
7,"2014-03-03",12998,"train","10531","10837","10681","0.510","0.490","2317","2317","17.83","14258","7104"
7,"2014-03-04",10595,"train","9493","9794","9640","0.510","0.490","955","955","9.01","13217","6063"
7,"2014-03-05",9010,"train","8092","8399","8242","0.510","0.490","768","768","8.52","11819","4665"
7,"2014-03-06",8225,"train","8183","8471","8324","0.510","0.490","-99","99","1.20","11901","4747"
7,"2014-03-07",9385,"train","8982","9267","9122","0.510","0.490","263","263","2.80","12699","5545"
7,"2014-03-08",5738,"train","5835","6122","5976","0.510","0.490","-238","238","4.15","9553","2399"
7,"2014-03-10",7259,"train","10545","10837","10688","0.510","0.490","-3429","3429","47.24","14265","7111"
7,"2014-03-11",6997,"train","9506","9794","9647","0.510","0.490","-2650","2650","37.87","13224","6070"
7,"2014-03-12",5856,"train","8106","8399","8250","0.510","0.490","-2394","2394","40.88","11827","4673"
7,"2014-03-13",6373,"train","8197","8471","8331","0.510","0.490","-1958","1958","30.72","11908","4754"
7,"2014-03-14",7964,"train","8996","9267","9129","0.510","0.490","-1165","1165","14.63","12706","5552"
7,"2014-03-15",4641,"train","5849","6122","5983","0.510","0.490","-1342","1342","28.92","9560","2406"
7,"2014-03-17",11479,"train","10559","10837","10695","0.510","0.490","784","784","6.83","14272","7118"
7,"2014-03-18",9392,"train","9520","9794","9654","0.510","0.490","-262","262","2.79","13231","6077"
7,"2014-03-19",7762,"train","8120","8399","8257","0.510","0.490","-495","495","6.38","11834","4680"
7,"2014-03-20",7386,"train","8211","8471","8338","0.510","0.490","-952","952","12.89","11915","4761"
7,"2014-03-21",7297,"train","9010","9267","9136","0.510","0.490","-1839","1839","25.20","12713","5559"
7,"2014-03-22",5644,"train","5862","6122","5989","0.510","0.490","-345","345","6.11","9566","2412"
7,"2014-03-24",7098,"train","10573","10837","10702","0.510","0.490","-3604","3604","50.77","14279","7125"
7,"2014-03-25",7088,"train","9534","9794","9661","0.510","0.490","-2573","2573","36.30","13238","6084"
7,"2014-03-26",6266,"train","8133","8399","8263","0.510","0.490","-1997","1997","31.87","11840","4686"
7,"2014-03-27",6763,"train","8225","8471","8346","0.510","0.490","-1583","1583","23.41","11923","4769"
7,"2014-03-28",7886,"train","9024","9267","9143","0.510","0.490","-1257","1257","15.94","12720","5566"
7,"2014-03-29",5693,"train","5876","6122","5997","0.510","0.490","-304","304","5.34","9574","2420"
7,"2014-03-31",13165,"train","10587","10837","10710","0.510","0.490","2455","2455","18.65","14287","7133"
7,"2014-04-01",11435,"train","9866","9794","9831","0.510","0.490","1604","1604","14.03","13408","6254"
7,"2014-04-02",9083,"train","8465","8399","8433","0.510","0.490","650","650","7.16","12010","4856"
7,"2014-04-03",9195,"train","8557","8471","8515","0.510","0.490","680","680","7.40","12092","4938"
7,"2014-04-04",9611,"train","9356","9267","9312","0.510","0.490","299","299","3.11","12889","5735"
7,"2014-04-05",4586,"train","6208","6122","6166","0.510","0.490","-1580","1580","34.45","9743","2589"
7,"2014-04-07",7377,"train","10918","10837","10878","0.510","0.490","-3501","3501","47.46","14455","7301"
7,"2014-04-08",7048,"train","9880","9794","9838","0.510","0.490","-2790","2790","39.59","13415","6261"
7,"2014-04-09",6923,"train","8479","8399","8440","0.510","0.490","-1517","1517","21.91","12017","4863"
7,"2014-04-10",7443,"train","8570","8471","8521","0.510","0.490","-1078","1078","14.48","12098","4944"
7,"2014-04-11",7861,"train","9370","9267","9320","0.510","0.490","-1459","1459","18.56","12897","5743"
7,"2014-04-12",6407,"train","6222","6122","6173","0.510","0.490","234","234","3.65","9750","2596"
7,"2014-04-14",13875,"train","10932","10837","10885","0.510","0.490","2990","2990","21.55","14462","7308"
7,"2014-04-15",14230,"train","9894","9794","9845","0.510","0.490","4385","4385","30.82","13422","6268"
7,"2014-04-16",10740,"train","8493","8399","8447","0.510","0.490","2293","2293","21.35","12024","4870"
7,"2014-04-17",12195,"train","8584","8471","8529","0.510","0.490","3666","3666","30.06","12106","4952"
7,"2014-04-19",11203,"train","6233","6122","6179","0.510","0.490","5024","5024","44.85","9756","2602"
7,"2014-04-22",9538,"train","9903","9794","9850","0.510","0.490","-312","312","3.27","13427","6273"
7,"2014-04-23",6942,"train","8502","8399","8452","0.510","0.490","-1510","1510","21.75","12029","4875"
7,"2014-04-24",7252,"train","8593","8471","8533","0.510","0.490","-1281","1281","17.66","12110","4956"
7,"2014-04-25",7418,"train","9393","9267","9331","0.510","0.490","-1913","1913","25.79","12908","5754"
7,"2014-04-26",5553,"train","6245","6122","6185","0.510","0.490","-632","632","11.38","9762","2608"
7,"2014-04-28",11295,"train","10955","10837","10897","0.510","0.490","398","398","3.52","14474","7320"
7,"2014-04-29",11787,"train","9917","9794","9857","0.510","0.490","1930","1930","16.37","13434","6280"
7,"2014-04-30",12397,"train","8516","8399","8459","0.510","0.490","3938","3938","31.77","12036","4882"
7,"2014-05-02",16037,"train","9513","9267","9392","0.510","0.490","6645","6645","41.44","12969","5815"
7,"2014-05-03",6696,"train","6366","6122","6246","0.510","0.490","450","450","6.72","9823","2669"
7,"2014-05-05",13594,"train","11076","10837","10959","0.510","0.490","2635","2635","19.38","14536","7382"
7,"2014-05-06",11540,"train","10037","9794","9918","0.510","0.490","1622","1622","14.06","13495","6341"
7,"2014-05-07",8654,"train","8636","8399","8520","0.510","0.490","134","134","1.55","12097","4943"
7,"2014-05-08",7583,"train","8728","8471","8602","0.510","0.490","-1019","1019","13.44","12179","5025"
7,"2014-05-09",9399,"train","9527","9267","9400","0.510","0.490","-1","1","0.01","12977","5823"
7,"2014-05-10",6518,"train","6379","6122","6253","0.510","0.490","265","265","4.07","9830","2676"
7,"2014-05-12",7233,"train","11090","10837","10966","0.510","0.490","-3733","3733","51.61","14543","7389"
7,"2014-05-13",7974,"train","10051","9794","9925","0.510","0.490","-1951","1951","24.47","13502","6348"
7,"2014-05-14",6696,"train","8650","8399","8527","0.510","0.490","-1831","1831","27.34","12104","4950"
7,"2014-05-15",6722,"train","8742","8471","8609","0.510","0.490","-1887","1887","28.07","12186","5032"
7,"2014-05-16",7111,"train","9541","9267","9407","0.510","0.490","-2296","2296","32.29","12984","5830"
7,"2014-05-17",5486,"train","6393","6122","6260","0.510","0.490","-774","774","14.11","9837","2683"
7,"2014-05-19",11953,"train","11104","10837","10973","0.510","0.490","980","980","8.20","14550","7396"
7,"2014-05-20",8857,"train","10065","9794","9932","0.510","0.490","-1075","1075","12.14","13509","6355"
7,"2014-05-21",8214,"train","8664","8399","8534","0.510","0.490","-320","320","3.90","12111","4957"
7,"2014-05-22",7348,"train","8755","8471","8616","0.510","0.490","-1268","1268","17.26","12193","5039"
7,"2014-05-23",8719,"train","9555","9267","9414","0.510","0.490","-695","695","7.97","12991","5837"
7,"2014-05-24",5452,"train","6407","6122","6267","0.510","0.490","-815","815","14.95","9844","2690"
7,"2014-05-26",7687,"train","11117","10837","10980","0.510","0.490","-3293","3293","42.84","14557","7403"
7,"2014-05-27",7925,"train","10079","9794","9939","0.510","0.490","-2014","2014","25.41","13516","6362"
7,"2014-05-28",8845,"train","8678","8399","8541","0.510","0.490","304","304","3.44","12118","4964"
7,"2014-05-30",12695,"train","9566","9267","9419","0.510","0.490","3276","3276","25.81","12996","5842"
7,"2014-05-31",7692,"train","6419","6122","6273","0.510","0.490","1419","1419","18.45","9850","2696"
7,"2014-06-02",13694,"train","11192","10837","11018","0.510","0.490","2676","2676","19.54","14595","7441"
7,"2014-06-03",11509,"train","10153","9794","9977","0.510","0.490","1532","1532","13.31","13554","6400"
7,"2014-06-04",8848,"train","8752","8399","8579","0.510","0.490","269","269","3.04","12156","5002"
7,"2014-06-05",9786,"train","8844","8471","8661","0.510","0.490","1125","1125","11.50","12238","5084"
7,"2014-06-06",11061,"train","9643","9267","9459","0.510","0.490","1602","1602","14.48","13036","5882"
7,"2014-06-07",6822,"train","6495","6122","6312","0.510","0.490","510","510","7.48","9889","2735"
7,"2014-06-10",10432,"train","10165","9794","9983","0.510","0.490","449","449","4.30","13560","6406"
7,"2014-06-11",8592,"train","8764","8399","8585","0.510","0.490","7","7","0.08","12162","5008"
7,"2014-06-12",8160,"train","8855","8471","8667","0.510","0.490","-507","507","6.21","12244","5090"
7,"2014-06-13",9202,"train","9655","9267","9465","0.510","0.490","-263","263","2.86","13042","5888"
7,"2014-06-14",7753,"train","6507","6122","6318","0.510","0.490","1435","1435","18.51","9895","2741"
7,"2014-06-16",11289,"train","11217","10837","11031","0.510","0.490","258","258","2.29","14608","7454"
7,"2014-06-17",10319,"train","10179","9794","9990","0.510","0.490","329","329","3.19","13567","6413"
7,"2014-06-18",9435,"train","8778","8399","8592","0.510","0.490","843","843","8.93","12169","5015"
7,"2014-06-19",8992,"train","8869","8471","8674","0.510","0.490","318","318","3.54","12251","5097"
7,"2014-06-20",9885,"train","9668","9267","9472","0.510","0.490","413","413","4.18","13049","5895"
7,"2014-06-21",5278,"train","6521","6122","6325","0.510","0.490","-1047","1047","19.84","9902","2748"
7,"2014-06-23",9151,"train","11231","10837","11038","0.510","0.490","-1887","1887","20.62","14615","7461"
7,"2014-06-24",7980,"train","10192","9794","9997","0.510","0.490","-2017","2017","25.28","13574","6420"
7,"2014-06-25",6372,"train","8792","8399","8599","0.510","0.490","-2227","2227","34.95","12176","5022"
7,"2014-06-26",7129,"train","8883","8471","8681","0.510","0.490","-1552","1552","21.77","12258","5104"
7,"2014-06-27",8138,"train","9682","9267","9479","0.510","0.490","-1341","1341","16.48","13056","5902"
7,"2014-06-28",6696,"train","6535","6122","6333","0.510","0.490","363","363","5.42","9910","2756"
7,"2014-06-30",14428,"train","11245","10837","11045","0.510","0.490","3383","3383","23.45","14622","7468"
7,"2014-07-01",13249,"train","11375","9794","10600","0.510","0.490","2649","2649","19.99","14177","7023"
7,"2014-07-02",10483,"train","9975","8399","9203","0.510","0.490","1280","1280","12.21","12780","5626"
7,"2014-07-03",9955,"train","10066","8471","9284","0.510","0.490","671","671","6.74","12861","5707"
7,"2014-07-04",9588,"train","10865","9267","10082","0.510","0.490","-494","494","5.15","13659","6505"
7,"2014-07-05",5909,"train","7717","6122","6935","0.510","0.490","-1026","1026","17.36","10512","3358"
7,"2014-07-07",9567,"train","12428","10837","11648","0.510","0.490","-2081","2081","21.75","15225","8071"
7,"2014-07-08",8876,"train","11389","9794","10607","0.510","0.490","-1731","1731","19.50","14184","7030"
7,"2014-07-09",8095,"train","9988","8399","9209","0.510","0.490","-1114","1114","13.76","12786","5632"
7,"2014-07-10",7713,"train","10080","8471","9292","0.510","0.490","-1579","1579","20.47","12869","5715"
